latitude,longitude,latitude_CBD,longitude_CBD,distance_to_CBD,rents per bedroom/week
51.51481,-0.17269,51.515243,-0.141953,3418.139719,$165.00 
51.52095,-0.15797,51.515243,-0.141953,1890.687375,$165.00 
51.55653,-0.17348,51.515243,-0.141953,5776.312476,$166.67 
51.50849,-0.23387,51.515243,-0.141953,10248.25663,$167.00 
51.51586,-0.12347,51.515243,-0.141953,2056.361921,$170.00 
51.51268,-0.12085,51.515243,-0.141953,2363.791041,$174.00 
51.53714,-0.15347,51.515243,-0.141953,2751.074007,$175.00 
51.52381,-0.1389,51.515243,-0.141953,1011.28696,$175.00 
51.52197,-0.14035,51.515243,-0.141953,768.9507176,$179.00 
51.51366,-0.10327,51.515243,-0.141953,4304.956142,$180.00 
51.51237,-0.15268,51.515243,-0.141953,1234.828318,$181.67 
51.51816,-0.16574,51.515243,-0.141953,2664.808881,$188.00 
51.51997,-0.1344,51.515243,-0.141953,990.7730956,$190.00 
51.50832,-0.1408,51.515243,-0.141953,780.4039129,$190.00 
51.49509,-0.1652,51.515243,-0.141953,3421.054691,$193.00 
51.53956,-0.05472,51.515243,-0.141953,10069.69526,$195.00 
51.55039,-0.17041,51.515243,-0.141953,5028.548951,$200.00 
51.5527,-0.10987,51.515243,-0.141953,5483.999897,$200.00 
51.51141,-0.10462,51.515243,-0.141953,4173.065004,$200.00 
51.51201,-0.1052,51.515243,-0.141953,4102.530711,$200.00 
51.5115,-0.1046,51.515243,-0.141953,4174.267589,$200.00 
51.51353,-0.10344,51.515243,-0.141953,4286.686857,$200.00 
51.52557,-0.16187,51.515243,-0.141953,2494.669018,$200.00 
51.51209,-0.14758,51.515243,-0.141953,717.2247255,$206.00 
51.52216,-0.15308,51.515243,-0.141953,1456.844052,$213.33 
51.51691,-0.15862,51.515243,-0.141953,1862.533639,$216.00 
51.52405,-0.16183,51.515243,-0.141953,2417.45635,$222.00 
51.51966,-0.14108,51.515243,-0.141953,500.6479819,$225.00 
51.48895,-0.14334,51.515243,-0.141953,2927.705958,$236.00 
51.51212,-0.13458,51.515243,-0.141953,890.3533013,$240.50 
51.51152,-0.14482,51.515243,-0.141953,522.5020754,$244.00 
51.51198,-0.17735,51.515243,-0.141953,3952.65709,$249.50 
51.51985,-0.1408,51.515243,-0.141953,528.0735706,$250.00 
51.51168,-0.14521,51.515243,-0.141953,536.7728868,$250.00 
51.50431,-0.22044,51.515243,-0.141953,8811.624948,$250.00 
51.49575,-0.15958,51.515243,-0.141953,2922.303579,$265.00 
51.5128,-0.13537,51.515243,-0.141953,780.7765906,$275.00 
51.51385,-0.13285,51.515243,-0.141953,1023.990898,$305.00 
51.51326,-0.13339,51.515243,-0.141953,977.3606069,$309.50 
51.52864,-0.18484,51.515243,-0.141953,4996.074853,$316.67 
51.51474,-0.13355,51.515243,-0.141953,936.0440547,$344.50 
51.49906,-0.22803,51.515243,-0.141953,9739.015698,$350.00 
51.56436,-0.05033,51.515243,-0.141953,11559.60206,$390.00 
51.51463,-0.1332,51.515243,-0.141953,975.6736895,$394.50 
51.51584,-0.14993,51.515243,-0.141953,889.4830739,$398.00 
