weekly_rents_per_bedroom,latitude,longitude,distance_to_CBD,bedrooms
35,51.52147,-0.03959,11403.29453,1
57.5,51.54054,-0.18262,5325.458654,2
40,51.54799,-0.00863,15265.493,1
80,51.5246,-0.13548,1265.146395,2
50,51.48396,-0.20023,7354.708799,1
35,51.44203,-0.15713,8313.969195,1
85,51.54021,-0.0773,7706.511492,1
95,51.52655,-0.07746,7280.678726,1
35,51.43946,-0.12159,8725.576299,1
26,51.51806,-0.06818,8209.166704,1
33,51.51841,-0.06834,8192.969009,1
60,51.57163,0.01016,18038.91942,3
15,51.47824,-0.11237,5267.839493,2
25,51.53635,-0.05323,10140.88357,1
38,51.49268,-0.09172,6123.242984,1
69,51.48872,-0.20704,7815.179498,1
63,51.51688,-0.13709,570.556281,1
173,51.50824,-0.12292,2255.085169,3
60,51.52812,-0.19345,5902.513051,1
31,51.47877,-0.20171,7784.572847,1
60,51.51788,-0.20983,7553.276326,1
27,51.51791,-0.06751,8282.999647,1
40,51.37861,-0.1561,15274.071,1
31,51.49836,-0.47505,37086.2615,1
65,51.48071,-0.19984,7495.085808,1
75,51.53817,-0.13453,2679.650289,1
40,51.57918,-0.22376,11545.15906,1
80,51.48103,-0.10189,5858.161081,1
70,51.55276,0.0242,18940.50816,1
26,51.53441,0.0099,17019.26783,1
27,51.53686,-0.06543,8841.969667,1
25,51.44517,-0.0171,15920.11679,1
140,51.47449,-0.16446,5176.671535,1
75,51.44657,-0.06905,11136.62244,2
40,51.45741,-0.1236,6746.77227,1
47,51.53286,-0.16784,3481.829084,1
82,51.4889,-0.04063,11641.1675,2
90,51.48732,-0.19252,6423.093685,2
125,51.52412,-0.08216,6721.554798,2
62.5,51.5223,-0.15457,1607.487325,4
60,51.52258,-0.14025,837.5238981,1
100,51.53893,-0.05504,10016.77648,1
50,51.50061,-0.10663,4251.428797,2
126.67,51.5075,-0.19731,6215.343557,3
36,51.51016,-0.0407,11273.00494,1
90,51.52948,-0.10356,4553.179113,1
40,51.49676,-0.18895,5615.441542,2
104,51.43665,-0.02614,15563.13284,1
99,51.49711,-0.10101,4979.1698,1
35,51.5277,-0.0557,9690.410583,1
35,51.57048,-0.12753,6347.991735,1
46,51.49517,-0.07249,8039.969619,1
23,51.589,-0.03273,14654.87494,1
26,51.57032,-0.1292,6286.304182,2
42.5,51.52163,-0.0706,7965.819187,4
45,51.52678,-0.07915,7100.232773,1
46,51.48754,-0.14319,3083.494763,1
42,51.50137,-0.00937,14823.05294,1
100,51.51346,-0.17935,4163.082852,1
70,51.55941,-0.12213,5383.108558,1
24,51.55732,0.00698,17208.84473,1
105,51.54567,0.00066,16214.75852,1
75,51.48119,0.03142,19646.5554,1
74,51.47158,-0.12015,5426.748735,1
220,51.49017,-0.13878,2810.220236,1
185,51.53832,-0.11679,3796.494673,1
85,51.52077,-0.1472,847.4090094,1
34,51.55486,-0.0698,9152.881415,1
77,51.53413,-0.13752,2157.20644,2
45,51.4549,-0.1155,7326.243378,1
44,51.48774,-0.13966,3068.797304,1
39.5,51.51265,-0.18377,4658.771879,2
86,51.51967,-0.13655,776.7002475,2
50,51.47241,-0.08868,7600.95196,1
50,51.51388,-0.17962,4191.123124,1
85,51.53407,-0.05531,9859.09359,1
45,51.55626,-0.11599,5397.786718,1
35,51.52711,-0.02335,13253.91057,1
69,51.44296,-0.12507,8253.817324,1
62,51.52452,-0.09567,5248.802633,1
88,51.50041,-0.03569,11930.47332,1
29,51.55388,-0.06855,9223.701057,1
50,51.40716,-0.23078,15556.1686,3
39,51.53144,-0.06357,8899.933303,1
45,51.43901,-0.16544,8869.891121,1
121,51.49449,-0.19562,6398.138141,2
75,51.49941,-0.02648,12960.1561,2
110,51.54116,-0.0889,6565.506735,1
119.67,51.52791,-0.14282,1411.798083,3
147.5,51.51474,-0.17571,3754.026172,2
139,51.51572,-0.19415,5804.287574,1
86.67,51.49594,-0.26762,14137.42498,6
197.5,51.50061,-0.18794,5366.154119,2
48,51.40862,-0.27841,19255.91353,1
160,51.4936,-0.1683,3791.374063,1
75,51.49259,-0.25584,12911.74396,2
37.5,51.53568,-0.08104,7144.279563,2
28,51.55477,-0.0031,16053.16096,1
33,51.53376,-0.08088,7096.288292,1
44.5,51.53181,-0.11132,3872.46875,2
40,51.41637,-0.1611,11198.39087,1
37.5,51.44409,-0.36892,26448.64996,4
48,51.45634,-0.095,8375.971586,3
37,51.38022,-0.29794,22940.32863,1
95,51.4592,-0.20867,9688.609796,2
42,51.53748,-0.18867,5753.153141,2
50,51.52008,-0.2044,6964.592844,2
45,51.55034,-0.0709,8812.037785,1
23.33,51.55022,-0.06885,9011.21217,3
56,51.54329,-0.1038,5265.38899,1
70,51.56633,-0.00553,16198.29708,1
65,51.47877,-0.01107,15108.05699,1
67.5,51.48513,-0.12558,3811.351111,2
45,51.47268,-0.1377,4756.347633,2
14,51.59377,0.08648,26859.54468,5
90,51.54506,-0.18282,5625.143891,1
56.5,51.49265,-0.20442,7386.364184,2
99,51.51869,-0.21197,7794.969063,1
29,51.60525,-0.18762,11222.79155,1
70,51.57573,-0.11982,7161.96852,1
82,51.5211,-0.09201,5591.469569,1
45,51.53017,-0.1156,3367.749387,1
66,51.45799,-0.00639,16363.14109,1
70,51.51268,-0.13156,1190.271586,2
55,51.47142,-0.12829,5104.229779,1
71,51.54472,-0.15192,3459.984701,1
45,51.38928,-0.29507,22046.6542,2
40,51.49494,-0.06427,8928.106404,1
60,51.46464,-0.15472,5803.101877,2
55,51.47036,-0.11038,6101.891201,1
59,51.41384,-0.21994,14224.43888,1
120,51.52114,-0.11573,2988.685281,1
40,51.53146,-0.0746,7703.347678,1
18,51.44582,0.01374,18955.35952,1
55,51.48791,-0.08026,7503.081823,2
34,51.5572,-0.13702,4697.530337,1
40,51.47042,-0.11018,6109.269489,1
67,51.55549,-0.06864,9299.661525,1
38,51.61341,-0.12316,11113.87855,1
90,51.49311,-0.08281,7021.823701,1
33,51.49429,0.01271,17354.85387,1
26.33,51.51359,-0.11939,2515.616596,3
47,51.49196,-0.08427,6916.852025,2
60,51.51875,-0.19216,5596.370004,2
119,51.51498,-0.08264,6595.373661,1
31,51.53034,-0.07265,7886.872938,1
58,51.49667,-0.2261,9581.930709,2
50,51.51647,-0.06667,8372.204696,1
113,51.52862,-0.07855,7205.302096,1
75,51.46197,-0.17701,7091.22383,1
25,51.51728,-0.24927,11935.26286,1
79,51.45525,-0.10144,8049.513191,1
55,51.52369,-0.10226,4512.497682,1
113,51.53204,-0.17928,4551.450915,1
285,51.47783,-0.19445,7168.112338,1
85,51.55062,-0.13278,4063.822432,1
75,51.49178,-0.14734,2676.84142,1
76,51.54824,-0.15204,3836.69777,1
128.67,51.47601,-0.18235,6261.700474,3
25,51.54545,-0.10976,4908.788412,1
125,51.49892,-0.18321,4933.57257,1
42.5,51.37743,-0.09344,16245.84532,2
15,51.49574,-0.31536,19403.55656,1
50,51.53072,-0.03762,11728.25888,1
38,51.46888,-0.18639,7140.893836,1
62,51.51568,-0.06191,8900.513747,2
30,51.57347,-0.12766,6666.746572,1
90,51.41482,-0.31198,21957.46754,1
45,51.41543,-0.31501,22214.26107,2
100,51.53962,-0.13744,2756.653542,2
99,51.53784,-0.05503,9986.667631,1
30,51.47214,-0.18882,7080.217845,2
42,51.56062,-0.08342,8235.323835,1
70,51.46771,-0.21929,10093.88746,1
49,51.49071,-0.05914,9603.965605,1
75,51.54019,-0.07678,7759.68339,1
34,51.53542,-0.0345,12157.05549,1
27,51.50264,-0.04456,10919.91025,1
30,51.60862,-0.27225,17824.65694,1
55,51.39549,0.02368,22727.09015,2
35,51.51674,-0.22444,9173.652,1
21,51.44841,-0.42366,32193.83003,1
55,51.46948,-0.1139,5968.607996,2
50,51.4984,-0.08742,6346.433433,2
50,51.48083,-0.1238,4326.300595,1
25,51.39588,0.04347,24520.75493,4
59,51.48201,-0.19299,6772.12687,1
56.67,51.46531,-0.15324,5692.361767,3
40,51.47277,-0.2909,17222.34901,1
60,51.5062,-0.09531,5283.043929,1
115,51.53556,-0.10844,4357.794445,1
100,51.46792,-0.13428,5330.787121,1
45,51.4903,-0.13388,2915.182452,1
75,51.48985,-0.13736,2869.383365,2
25,51.5959,-0.10167,10024.9867,1
125,51.51331,-0.13716,574.6674957,1
185,51.53481,-0.09463,5694.153189,1
18.5,51.50096,-0.30824,18558.36315,2
26,51.50266,-0.30851,18573.08022,1
102,51.52903,-0.17343,3821.099455,1
60,51.51377,-0.19458,5854.150801,1
59,51.56692,-0.07019,9833.332899,1
43.5,51.51723,-0.07904,6999.099013,2
60.5,51.45977,-0.17583,7227.568601,2
250,51.46681,-0.22214,10416.58869,1
22,51.57863,-0.24064,13042.07098,1
98,51.54565,-0.04674,11113.99435,1
35,51.41827,-0.12644,10919.98846,1
56,51.47122,-0.11555,5708.035752,1
57.5,51.4199,-0.19235,11991.566,2
40,51.55317,-0.07368,8684.363023,1
34,51.52144,-0.04577,10717.24365,1
45,51.54826,-0.14289,3672.791905,1
73,51.49001,-0.14109,2807.415362,1
38.67,51.50086,0.08564,25357.68771,3
57.5,51.51593,-0.07546,7394.083521,2
18,51.53145,-0.42008,30978.79048,1
58,51.50561,-0.30227,17858.5993,1
76,51.49102,-0.04282,11347.39632,1
60,51.53843,0.1633,34040.38755,1
28,51.50556,-0.24025,10983.03722,1
100,51.51862,-0.13912,490.141071,1
100,51.55655,-0.05373,10831.99338,1
65,51.57721,-0.08199,9588.247634,1
45,51.47016,-0.1177,5692.354488,1
25,51.50291,-0.24395,11424.16341,1
100,51.50508,-0.21469,8166.556229,2
25,51.64329,-0.04303,17992.22488,1
49,51.49629,-0.08333,6850.795453,1
22,51.54589,0.00605,16806.31598,1
27,51.59112,-0.08156,10783.40498,1
55,51.51828,-0.1616,2210.594297,2
55,51.5442,-0.06908,8719.404239,1
34,51.42619,-0.33592,23732.60765,2
70,51.51239,-0.13278,1068.186932,2
28,51.46381,-0.12876,5904.229591,1
67,51.43575,-0.20244,11107.11415,1
60,51.54285,-0.13447,3180.522012,2
110,51.49717,-0.09592,5499.005187,1
34,51.55806,-0.22171,10065.72528,1
40,51.52949,-0.07619,7482.149962,1
25,51.59188,-0.07567,11266.77814,1
130,51.49251,-0.19138,6049.469588,1
100,51.50009,-0.22099,8948.577438,4
70.5,51.45666,-0.09626,8261.278229,2
45,51.54272,-0.45719,35185.67146,1
150,51.50934,-0.12435,2064.489719,1
46.33,51.51156,-0.12926,1469.612022,3
25,51.61302,-0.29866,20538.64169,1
37.33,51.52079,-0.16624,2770.133438,3
40,51.44489,-0.21411,11205.95576,1
15,51.41483,-0.07158,13634.48089,1
49,51.52828,-0.1411,1452.744425,1
83,51.54413,-0.13038,3460.271049,1
25,51.4338,-0.16603,9443.466074,1
50,51.55861,-0.14827,4873.067385,1
55,51.5018,-0.29732,17340.57861,1
50,51.46676,-0.22537,10728.42196,1
26.4,51.53284,-0.21048,7867.075436,5
73,51.48939,-0.14082,2877.474849,1
49,51.47976,-0.11948,4670.287203,1
50,51.4466,-0.13635,7658.121687,3
40,51.58558,-0.01904,15746.9149,1
49,51.48684,-0.18046,5320.551555,1
30,51.54539,0.00124,16271.39482,2
55,51.45435,-0.11845,7257.83346,1
50,51.49024,0.11729,28960.28383,2
90,51.52366,-0.10085,4665.292425,1
25,51.53903,-0.1987,6841.91458,1
45,51.56218,-0.12563,5525.744371,2
120,51.4951,-0.07499,7775.530763,1
50,51.52588,-0.0108,14631.44275,1
50,51.44966,-0.116,7842.732532,2
30.5,51.51123,-0.07053,7954.406234,2
80,51.42817,-0.05888,13381.71733,1
30,51.56806,-0.12732,6094.202447,1
28,51.49844,-0.06816,8415.446598,1
60,51.4941,-0.08486,6769.790389,2
87,51.51805,-0.20323,6820.840917,1
50,51.45006,-0.13428,7298.047981,1
40,51.47063,-0.35269,23952.2198,1
25,51.37436,-0.11637,15921.6433,1
29,51.50441,-0.04251,11122.98177,1
80,51.50844,-0.07096,7930.227882,1
42,51.4354,-0.12637,9045.631651,1
75,51.51781,-0.1664,2733.328723,1
31,51.64628,-0.0389,18536.77897,1
87,51.55694,-0.2119,9054.850214,1
36,51.5016,0.037,19956.42211,1
70,51.52538,-0.19427,5925.583423,1
80,51.53747,-0.07771,7558.971469,1
50,51.52965,-0.18561,5111.93902,1
50.5,51.55558,-0.12702,4782.755274,2
48,51.54723,-0.17317,4969.881372,1
59,51.41384,-0.21994,14224.43888,1
50,51.41293,-0.23216,15167.04682,1
20.67,51.47663,-0.06424,9649.183927,3
75,51.54908,-0.05788,10077.24293,1
105,51.56052,-0.10281,6655.161808,1
35,51.38786,-0.20553,15830.45594,1
31,51.47015,-0.11263,5981.01867,1
38,51.56152,-0.12557,5458.703981,1
60,51.54415,-0.08182,7418.957024,1
42,51.52972,-0.08482,6553.681369,1
36,51.53375,-0.07719,7489.587333,1
50,51.5383,-0.08194,7148.709226,1
63,51.56477,-0.00268,16436.52086,1
65,51.54273,-0.06681,8896.992735,3
39,51.46952,-0.10546,6504.978282,1
50,51.59436,-0.26446,16215.92565,1
375,51.49896,-0.08319,6780.365719,2
200,51.49515,-0.17072,3901.764697,3
65,51.54903,-0.00963,15185.72674,2
10,51.55762,-0.06215,10047.20899,3
75,51.52976,-0.06701,8488.189519,2
70,51.52748,-0.14385,1376.941762,1
45,51.44515,-0.14843,7827.169903,1
50,51.5139,-0.05596,9563.157381,1
83,51.48961,-0.09868,5592.568093,1
30,51.5448,-0.06948,8703.060324,1
140,51.54792,-0.00458,15701.39792,3
40,51.56819,0.00339,17200.38608,2
25,51.52953,-0.19751,6378.655388,1
188,51.44302,-0.14878,8066.608417,1
48.75,51.55696,-0.08145,8171.824298,4
30,51.4619,-0.14886,5980.971092,1
50,51.51267,-0.18464,4755.195526,1
40,51.46431,-0.23379,11677.14872,2
34,51.48452,-0.09562,6181.728783,1
55,51.57512,-0.12213,7013.390411,1
75.5,51.49975,-0.10019,4953.085584,2
22,51.42236,-0.27919,18426.53786,1
60,51.62118,-0.12002,12029.45647,1
40,51.55353,-0.24251,11964.48776,1
51,51.51172,-0.04786,10470.00193,1
51,51.38313,-0.09863,15459.974,2
50,51.5434,-0.04716,10995.67788,1
65,51.54394,-0.02384,13515.65848,1
39,51.57512,-0.12213,7013.390411,1
29.5,51.57512,-0.12213,7013.390411,2
40,51.432,-0.05175,13648.46568,1
50,51.55644,-0.13869,4595.233335,1
30,51.44685,-0.12575,7815.447827,1
55,51.54291,-0.15523,3412.320628,1
110,51.45814,-0.21767,10545.23167,1
45,51.55109,-0.15633,4294.626542,1
28,51.50094,-0.03826,11639.31413,1
37.67,51.57658,-0.02061,15118.57433,3
34,51.47327,-0.19036,7124.251302,2
36,51.47894,-0.06,9966.8192,1
25,51.4614,-0.04109,12713.44087,3
50,51.52332,-0.14107,903.4702776,2
59,51.49076,-0.25474,12833.42146,1
200,51.50739,-0.00689,15043.69414,2
59.5,51.46531,-0.01699,14963.49858,2
35,51.4891,-0.17964,5100.154248,1
55,51.57509,-0.23003,11840.65579,1
100,51.52491,-0.06624,8487.252027,1
39,51.54618,-0.06706,9010.265872,1
22,51.54813,0.02935,19395.88583,1
110,51.44169,-0.1929,9949.050313,1
70,51.50105,-0.21549,8327.85108,1
115,51.48091,-0.21462,8936.668772,1
73,51.49121,-0.13966,2684.477301,1
93,51.48994,-0.14057,2817.758098,1
60,51.53026,-0.0331,12218.54713,1
47,51.53453,-0.11576,3616.932583,1
35,51.50168,-0.29765,17378.28952,1
30,51.57863,-0.15371,7168.507714,3
40,51.47402,-0.2921,17313.39059,1
95,51.54792,-0.05635,10188.55603,1
55,51.49301,-0.13941,2488.310022,1
69,51.54529,-0.16492,4205.314527,1
18,51.51351,-0.23295,10120.24585,1
50,51.55694,-0.05713,10509.88579,1
47,51.51337,-0.03955,11388.60572,1
39,51.50896,0.03396,19573.11789,1
41.67,51.38567,-0.2094,16242.85869,3
42.5,51.42701,-0.10459,10654.44793,2
28,51.50365,-0.46432,35868.7675,1
60,51.51781,-0.06289,8796.042541,2
74,51.5375,-0.07463,7884.46981,1
80,51.56374,-0.13982,5397.820996,2
40,51.43171,-0.17616,10037.04392,1
45,51.58036,-0.0755,10345.44858,2
27,51.60336,-0.18185,10755.66508,1
55,51.5004,-0.19469,6091.926517,1
50,51.46575,-0.15528,5699.378686,2
29,51.51591,-0.24899,11902.20991,1
33,51.4837,0.07912,24831.1723,1
42.5,51.49606,-0.17559,4305.747957,2
50,51.52624,-0.07398,7656.534563,1
175,51.51535,-0.14945,833.7137889,2
30,51.55489,-0.10377,6120.59618,1
95,51.58627,-0.08798,9919.383712,1
60,51.46221,-0.13026,6038.626287,2
45,51.51643,-0.07082,7910.734854,1
28,51.59185,-0.10186,9614.389414,1
47.5,51.42503,-0.12922,10130.63511,2
51,51.51271,0.01004,16903.20787,1
80,51.4254,-0.21675,12998.99487,1
38,51.50856,-0.28722,16170.04759,1
60,51.50862,-0.19901,6387.051485,1
60,51.42223,-0.2093,12769.00185,2
90,51.47468,-0.20138,8000.559178,1
63,51.49706,-0.08731,6403.59441,1
27,51.50606,-0.06809,8276.426772,1
58,51.53501,-0.11512,3705.885183,1
55,51.49806,-0.07851,7308.708637,2
80,51.54226,-0.07095,8447.412365,1
35,51.55428,-0.07145,8961.073623,1
110,51.54965,-0.10599,5534.311332,1
47,51.47057,-0.15961,5341.33252,1
30,51.52407,-0.01145,14544.43685,1
40,51.5672,-0.09639,7684.136789,2
32,51.51432,-0.25648,12735.24292,1
28,51.50052,-0.316,19422.27389,1
76.5,51.50358,-0.24205,11205.58304,2
27,51.49854,-0.3141,19231.77543,1
43,51.44679,-0.10002,8926.247456,1
80,51.50907,-0.23389,10245.95207,1
55,51.57738,-0.14507,6917.989092,1
35,51.5136,-0.25648,12736.13972,1
120,51.53552,-0.09673,5510.915661,1
55,51.47345,-0.08826,7565.827965,2
140,51.51472,-0.16388,2438.866136,1
40,51.47019,-0.03669,12731.74025,1
29.5,51.46039,-0.0071,16188.01459,2
45.5,51.54402,-0.02926,12933.00001,2
13.33,51.44254,-0.10555,9040.971532,3
23,51.51696,-0.05037,10185.36091,1
49.5,51.45901,-0.29597,18231.67424,2
55,51.51575,-0.0573,9413.158855,2
55,51.48213,-0.2077,8185.586542,1
33.33,51.6045,-0.14268,9925.230237,3
55,51.58336,-0.07748,10429.05035,1
40,51.45585,-0.14004,6607.609525,3
30,51.56703,-0.1117,6669.037234,1
95,51.46495,-0.01331,15358.76523,1
47.5,51.48283,-0.06318,9471.690589,2
88,51.53082,-0.09484,5517.644333,1
102,51.49927,-0.0204,13632.28368,1
39,51.49356,-0.10215,5040.004204,2
150,51.50047,-0.06713,8480.557833,1
71,51.50265,-0.08944,6004.734107,1
70,51.52575,-0.08772,6142.570101,2
119,51.49286,-0.18318,5216.288835,1
38,51.46535,-0.0129,15385.14003,1
66.67,51.54068,-0.06498,9014.261496,3
130,51.57088,-0.14554,6199.380201,1
113,51.5163,-0.15033,938.866248,1
60,51.46114,-0.11338,6803.407022,1
90,51.49364,-0.2687,14296.87536,1
100,51.47575,-0.20055,7857.393105,1
36,51.39045,-0.06231,16461.47262,1
130,51.52366,-0.16255,2474.136716,5
49,51.53691,-0.21887,8885.640054,1
70,51.54474,-0.07517,8118.027234,1
95,51.50651,-0.2578,12918.15554,1
70,51.56566,-0.20248,8759.286506,1
80,51.51215,-0.06492,8572.585969,2
127,51.553,-0.10931,5549.9018,1
15,51.45012,-0.19747,9515.519239,3
13.33,51.45024,-0.19769,9521.274318,3
69.5,51.51151,-0.04205,11116.46622,2
30,51.47306,-0.06016,10233.26192,1
150,51.4872,-0.15079,3269.391908,1
38,51.58553,-0.25404,14711.25386,1
52.5,51.50504,-0.22916,9763.123569,4
63,51.53328,-0.21787,8676.573115,2
48,51.48578,-0.15965,3821.688782,1
37,51.53508,-0.25085,12308.06342,1
33,51.56533,-0.1122,6477.945036,1
50,51.48267,-0.19952,7354.813102,1
50,51.54679,-0.07254,8478.118039,1
49,51.54078,-0.07891,7563.350084,1
50,51.4834,-0.19908,7272.406554,1
50,51.48415,-0.20023,7344.740175,1
41,51.52852,-0.117,3142.965871,1
63,51.54401,-0.18015,5317.101171,1
22,51.38227,-0.26885,20438.19632,1
69.5,51.46626,-0.12332,5827.415502,2
65,51.53571,-0.09614,5579.427514,1
60,51.50604,-0.00785,14946.65498,1
95,51.47318,-0.23937,11798.90363,1
15,51.58044,-0.36755,26111.76746,1
46,51.51014,-0.05284,9925.153114,2
45,51.47265,-0.23974,11860.09672,2
81,51.54027,-0.10531,4934.174523,1
60,51.41604,-0.19275,12392.86022,1
93,51.41875,-0.2318,14660.55746,2
135,51.51891,-0.10068,4607.429287,1
100,51.54333,-0.16553,4077.609993,1
42,51.54633,-0.1875,6131.797068,2
95,51.51628,-0.16902,3011.923023,4
42,51.5417,-0.25489,12898.00846,1
45,51.54072,-0.08129,7316.154025,2
100,51.49181,-0.1805,5016.079189,1
60,51.433,-0.19921,11142.93339,5
120,51.41843,-0.19353,12197.45604,1
31,51.50916,-0.30315,17937.05739,1
36,51.37211,-0.15894,16027.30604,1
22,51.52279,-0.01755,13858.42276,1
143,51.47268,-0.1662,5446.86478,3
85,51.52669,-0.0207,13542.67586,1
45,51.56945,-0.00434,16446.23865,1
178.5,51.51108,-0.13099,1303.961528,2
119,51.48457,-0.12469,3913.747402,1
32,51.51368,-0.16293,2339.003278,1
21,51.55285,-0.03471,12636.83411,1
35,51.53078,-0.03809,11677.55063,1
42,51.49156,-0.03545,12131.86499,1
44.5,51.48432,-0.19926,7240.760508,2
49,51.5256,-0.08113,6860.564183,1
30,51.43155,-0.14981,9347.130249,1
40,51.46744,-0.16117,5728.864868,1
36.33,51.46223,-0.11405,6661.447555,3
80,51.56382,-0.13152,5524.679489,1
33,51.44146,-0.15976,8439.823301,1
105,51.54591,-0.05453,10301.74983,1
92.5,51.48157,-0.10793,5322.781989,2
30,51.41115,0.00581,20098.09395,1
60,51.5305,-0.05332,10000.49529,2
42,51.58903,-0.31708,21131.09315,1
78,51.4894,-0.21217,8319.792565,1
67.5,51.54482,-0.11242,4647.623174,2
67,51.51112,-0.07356,7618.765636,1
40,51.4941,-0.31419,19295.64732,1
40,51.5902,-0.0568,12614.4241,1
75,51.45584,-0.43663,33425.71269,1
82,51.53797,-0.09821,5481.321299,1
30,51.5322,-0.07659,7508.636018,1
29,51.44443,-0.34992,24428.64918,1
30.5,51.49132,-0.10773,4643.002481,2
20,51.39249,0.00229,21060.91414,1
25,51.51369,-0.0434,10959.96099,1
99,51.52567,-0.16893,3215.977514,1
59,51.52677,-0.01015,14711.77566,1
23,51.41441,-0.06851,13870.94789,1
83,51.3745,-0.1202,15835.70489,1
83.33,51.48146,-0.18479,6066.283553,3
155.33,51.52298,-0.07079,7959.599788,3
35,51.42184,-0.13477,10416.5842,1
23,51.54843,-0.08463,7365.190015,1
68,51.50553,-0.2469,11719.45331,1
44,51.52274,-0.22187,8925.38559,1
60,51.52707,-0.0565,9592.521733,1
80,51.49183,-0.18801,5745.037661,2
60,51.55531,-0.05341,10806.65834,1
66.75,51.48218,-0.20052,7478.42531,4
100,51.54927,-0.12962,4024.481188,1
131,51.51721,-0.15446,1407.809941,1
25,51.59179,-0.1482,8539.912561,1
55,51.45745,-0.24287,12931.27138,1
33,51.5318,-0.29038,16606.70433,1
50,51.52675,-0.07508,7545.224914,1
75,51.48931,-0.08714,6742.657652,2
80,51.51846,-0.1883,5165.954136,1
56,51.54861,-0.15532,3996.876571,1
34,51.57231,-0.18626,8033.573639,1
200,51.51425,-0.1612,2143.016514,2
145,51.493,-0.16409,3489.457309,1
46,51.47712,-0.1487,4304.948931,1
31,51.52813,-0.39159,27795.34607,1
218,51.51577,-0.14333,163.9459368,2
26,51.57683,-0.12469,7112.092972,1
29,51.31677,-0.158,22141.13764,1
31,51.47764,-0.20225,7901.651489,1
135,51.49165,-0.16605,3749.910727,1
71,51.5006,-0.21545,8333.116121,1
35,51.51125,-0.06236,8861.473617,1
39,51.47077,-0.13622,4986.080649,1
72.5,51.48127,-0.12017,4487.456922,2
50,51.46326,0.00692,17534.0803,1
80,51.4826,-0.20091,7493.486991,1
25,51.55321,-0.00621,15673.23162,1
45,51.45245,-0.32056,21051.79955,1
50,51.4901,-0.14314,2798.880932,1
125,51.49252,-0.13272,2727.294454,1
45,51.4717,-0.03536,12803.39758,1
75,51.51505,-0.07372,7587.198544,2
38,51.45264,-0.13243,7041.200648,1
123,51.49132,-0.14067,2663.932689,1
12.5,51.47878,0.07613,24586.35353,2
57,51.51462,-0.20428,6930.796754,1
28,51.57526,0.02006,19211.41026,1
45,51.47261,-0.18173,6483.501852,1
44,51.51581,-0.28658,16081.92234,5
95,51.52688,-0.12459,2324.195937,1
130,51.48421,-0.16988,4642.249212,1
92.5,51.52464,-0.16199,2460.864282,2
23.67,51.45241,-0.15407,7115.419025,3
52.5,51.52304,-0.11389,3238.667494,2
30,51.54125,-0.23292,10520.33248,1
90,51.43749,-0.14438,8649.927994,1
45,51.49788,-0.01995,13702.81786,1
80,51.43968,-0.19553,10299.9196,5
99,51.41978,-0.13485,10644.32159,1
48,51.52701,-0.07597,7452.734901,2
30,51.54012,-0.2007,7093.916196,1
36,51.56306,-0.20359,8674.319029,1
120,51.49725,-0.08394,6753.899803,1
45,51.54698,-0.11521,4614.821631,2
60,51.50692,-0.2351,10398.74465,3
50,51.48211,-0.20651,8068.641538,1
33.33,51.54981,-0.15197,4001.79866,3
200,51.51905,-0.15541,1555.076999,1
42.5,51.49862,-0.09869,5153.513798,2
62.5,51.5067,-0.00662,15078.30546,2
36,51.57529,-0.08206,9430.493644,1
40,51.58752,-0.20129,10398.23636,1
147,51.52512,-0.15976,2264.241462,1
96,51.5292,-0.11016,3860.872146,1
78,51.52334,-0.07521,7475.901299,3
29,51.47727,-0.20339,8031.046998,1
34,51.52644,-0.20607,7237.385728,1
45,51.54268,-0.15538,3396.579918,1
25,51.5243,-0.05776,9415.853118,1
31.5,51.52852,-0.11275,3567.078043,2
75,51.48752,-0.11136,4590.742325,1
60,51.51728,-0.0706,7937.329063,1
18,51.5658,-0.09492,7678.178617,1
75,51.3964,-0.26606,19106.75034,1
75,51.51862,-0.16102,2153.151291,1
69,51.53187,-0.08062,7066.084171,1
36,51.55701,-0.12094,5198.910954,1
127,51.51637,-0.16428,2485.811455,1
80,51.48887,-0.20606,7708.014041,1
57.5,51.56022,-0.12587,5311.331936,4
95,51.53034,-0.08702,6334.752084,1
67,51.48938,-0.17558,4717.163329,1
25,51.57053,-0.35361,24324.83545,1
40,51.47044,-0.38161,27110.311,1
20,51.47737,-0.17293,5440.521978,1
18,51.51227,-0.05606,9556.591315,1
35,51.45637,-0.117,7110.107432,1
83,51.53949,-0.10867,4578.848725,4
73,51.52283,-0.07795,7166.641717,2
102,51.49742,-0.09572,5509.651743,1
45,51.41935,-0.07357,13096.33831,1
70,51.50048,-0.22514,9394.509689,1
39,51.51838,-0.22581,9331.000902,2
30,51.47426,-0.01258,15090.18089,1
20,51.59588,-0.17403,9649.778116,1
37,51.54293,-0.19572,6724.724893,1
55,51.47205,-0.20479,8478.645811,1
63,51.42966,-0.35218,25238.95317,1
45,51.51133,-0.06078,9036.512642,1
35,51.54703,-0.08965,6805.655857,1
65.5,51.51357,-0.12779,1585.803941,2
30,51.54945,-0.23017,10520.91487,1
125,51.51274,-0.19808,6247.244315,2
20,51.41835,-0.0532,14610.76035,2
70,51.44251,0.00511,18243.3057,1
63,51.4795,-0.03959,12056.19677,1
35,51.44969,-0.21174,10646.51444,1
46,51.51062,-0.28444,15852.17833,1
40,51.55035,-0.06522,9382.942647,1
20,51.54169,-0.20867,7980.20129,1
40,51.41413,-0.05875,14560.41786,1
