weekly_rents_per_bedroom,latitude,longitude,distance_to_CBD,bedrooms
70,51.51708,-0.12572,1816.549344,1
76,51.51887,-0.07218,7768.883853,1
45,51.53729,-0.06277,9139.672118,2
101,51.52252,-0.10235,4477.379678,1
38,51.41708,-0.38092,28726.37797,2
25,51.59351,-0.09729,10020.19889,1
126,51.54678,-0.05995,9769.398554,1
30,51.60462,-0.05827,13614.50229,1
67.5,51.55148,-0.11544,4992.709833,2
70,51.49163,0.12137,29397.68883,2
329,51.54097,-0.18794,5859.328072,1
90,51.48529,-0.12381,3893.963154,1
60,51.46188,-0.11498,6648.624942,1
15,51.54963,0.03247,19768.28397,1
45,51.46491,-0.17399,6634.304722,1
35,51.65107,-0.17483,15539.35625,2
25,51.5408,-0.24907,12245.18943,1
45,51.58715,-0.00184,17511.80674,1
130,51.53037,-0.14599,1740.910329,1
48,51.48001,-0.10613,5587.089233,1
10,51.58484,-0.07296,10896.97838,1
75,51.459,-0.17678,7355.83676,1
42,51.57056,-0.07764,9432.670199,1
158,51.49867,-0.17021,3642.582364,1
49.5,51.45981,-0.13353,6234.607098,2
98.33,51.54875,-0.08823,7040.388378,3
69,51.41158,-0.30867,21829.4396,1
70,51.49158,-0.13229,2842.132261,2
49.5,51.52957,-0.04134,11300.51865,2
75,51.54557,-0.05127,10632.43549,2
78,51.51326,-0.12989,1359.347975,1
45,51.53667,-0.24161,11334.59738,1
81,51.47032,-0.18923,7251.728685,1
33,51.50722,-0.05528,9678.80583,1
49,51.49858,-0.0221,13455.23652,1
80,51.41591,-0.06929,13685.09218,1
75,51.48763,-0.19362,6514.117555,2
85,51.49406,-0.13718,2414.489817,1
50,51.56305,-0.11028,6376.700724,1
30,51.52598,-0.04511,10834.43884,2
37,51.44538,-0.19004,9430.715467,1
50,51.54634,-0.0729,8421.021548,1
61,51.46843,-0.14229,5205.490196,1
22,51.58589,-0.03307,14432.45288,1
66,51.51229,-0.18661,4976.479569,1
39,51.40032,-0.01712,18867.32788,1
23,51.58287,-0.06646,11270.03831,1
40,51.51049,-0.02238,13306.41924,1
55,51.54841,-0.17449,5166.316331,1
100,51.57709,-0.14219,6877.106262,2
90,51.53872,-0.00587,15355.28115,1
41.67,51.52679,-0.19013,5508.761135,3
112.5,51.55014,-0.1722,5135.079104,2
40,51.46093,-0.08942,8402.112665,1
123,51.52957,-0.0811,6951.555216,1
50,51.50967,-0.19212,5612.633804,1
90,51.48683,-0.14424,3169.591522,1
59,51.48156,-0.20417,7866.985232,1
84,51.49096,-0.0986,5525.334033,1
45,51.31799,-0.15188,21961.22798,1
64.5,51.59175,-0.11534,9007.1716,2
92,51.48785,-0.02206,13675.04429,1
30,51.4849,-0.03334,12539.661,1
12.5,51.43931,-0.36965,26689.46406,2
40.5,51.50456,-0.05878,9324.397831,2
25.33,51.49336,-0.21232,8194.078271,3
80,51.46306,-0.1605,6158.07019,2
73,51.51812,-0.2101,7584.355194,3
162,51.51654,-0.10318,4313.775074,1
149,51.51164,-0.12854,1544.330429,1
35,51.47614,-0.10345,6102.083791,1
88.67,51.51724,-0.0644,8626.364074,3
150,51.49103,-0.17088,4194.624701,1
45,51.50962,-0.48396,38034.60636,1
125,51.5179,-0.20568,7092.279852,1
93,51.51437,-0.059,9224.469327,1
60,51.46299,-0.10906,6865.618485,1
99,51.49822,-0.1624,2958.4139,1
50,51.49594,-0.06971,8314.870316,1
60,51.42446,-0.17026,10573.9172,1
85,51.54583,-0.15097,3545.820601,1
23,51.5584,-0.09568,7035.851415,1
40,51.49915,-0.04547,10876.64063,2
59,51.52548,-0.06546,8581.469858,1
62.5,51.53586,-0.05937,9464.65534,2
85,51.47363,-0.13498,4691.657915,1
120,51.5376,-0.09502,5780.579201,1
65,51.45446,-0.14183,6758.758601,1
50,51.46036,-0.01887,14985.17844,1
98,51.58063,-0.13104,7371.256271,1
107,51.51769,-0.13873,449.9689728,2
70,51.45944,-0.02013,14899.639,1
29.5,51.61201,-0.17179,11259.83983,2
30,51.47943,-0.12323,4493.592965,1
35.5,51.53511,-0.04734,10749.92671,2
38,51.53504,-0.09645,5517.830405,1
80,51.52018,-0.20398,6918.904725,1
30.5,51.49356,-0.1899,5851.289632,2
80,51.62276,-0.24765,16764.852,1
100,51.56521,-0.11352,6392.626145,1
80,51.49363,-0.16667,3650.936466,1
40,51.44182,-0.20325,10635.37639,2
68,51.54308,-0.00984,15012.86606,2
41.75,51.57231,-0.19819,8908.935686,4
65,51.55893,-0.12194,5343.223874,1
89,51.48666,-0.09928,5711.105745,1
99,51.51225,-0.18537,4839.210646,1
30.5,51.55085,-0.08535,7435.741064,2
35,51.43262,0.00067,18327.91755,1
100,51.49091,-0.18111,5126.269781,2
20,51.56731,0.01123,17990.2384,1
20,51.50772,-0.01043,14648.60409,1
25,51.50925,-0.01366,14281.0959,1
56,51.60952,-0.11399,10934.51528,1
75,51.53659,-0.23493,10607.56514,3
100,51.44256,-0.34918,24418.79891,1
75,51.47457,-0.18283,6412.014145,2
58,51.52939,-0.09681,5260.39012,1
38,51.54948,-0.06768,9093.989542,1
30,51.41502,-0.15994,11322.30657,1
35,51.4303,-0.17495,10132.81633,1
122,51.4749,-0.20512,8334.142263,1
75,51.45426,-0.25534,14315.88151,1
97,51.51815,-0.06347,8732.901303,1
70,51.59132,-0.16139,8731.081095,1
100,51.51517,-0.16477,2537.149219,5
110,51.49373,-0.11196,4104.266593,1
93,51.54539,-0.01264,14764.54077,1
150,51.48533,-0.12538,3802.556111,2
27,51.47841,-0.33038,21348.67458,1
50,51.4663,-0.2713,15377.91422,1
90,51.49474,-0.01623,14164.44695,2
18,51.55106,-0.20287,7857.736098,1
30,51.45172,-0.00637,16648.79923,1
41.67,51.43866,-0.04007,14172.4986,3
11,51.61552,-0.15228,11209.23477,2
11,51.61451,-0.1514,11087.82751,2
55,51.49895,-0.08194,6914.703099,1
49,51.47974,-0.12103,4582.298873,1
35,51.53442,-0.09002,6155.818585,1
63,51.54856,-0.10672,5391.963276,1
48.75,51.59711,-0.09,10781.50227,4
75,51.56273,-0.0107,15520.51344,1
50,51.55928,0.2334,42023.63298,3
91.67,51.47702,-0.19683,7436.331652,3
115,51.53213,-0.11677,3371.525211,1
25,51.57707,-0.26091,14907.2918,1
30,51.58241,-0.3678,26200.07252,1
56.67,51.52803,-0.12105,2724.713191,3
161,51.51286,-0.12243,2186.971793,1
40,51.50043,-0.09333,5651.966871,2
42.5,51.45052,-0.07082,10693.79342,2
32,51.44163,-0.34559,24077.42836,1
50,51.5427,-0.194,6543.302059,1
60,51.54591,-0.48014,37758.9861,1
75,51.55328,-0.06927,9121.80598,1
82,51.51271,-0.23092,9896.693932,1
88,51.43432,-0.22117,12591.95207,1
25,51.57689,-0.26073,14880.30439,1
95,51.46125,-0.21641,10226.94622,1
49,51.47571,-0.0582,10298.25452,1
60,51.48425,-0.23441,10842.99284,1
45,51.44471,-0.01276,16367.10843,1
170,51.4592,-0.17512,7241.209409,1
115,51.54097,-0.09921,5547.327243,1
49,51.52132,0.0144,17398.79822,1
70,51.50446,-0.19654,6187.092135,2
75,51.50486,-0.23083,9949.887139,1
45,51.51316,-0.18729,5046.565543,1
139,51.48515,-0.11896,4211.139339,1
29,51.57872,-0.06702,10919.9366,1
64,51.55031,-0.08612,7331.297524,1
48,51.52417,-0.09506,5307.90985,1
33,51.36855,-0.19231,17245.77444,1
73,51.48219,-0.12731,4019.838097,3
38,51.53627,-0.11648,3672.814044,1
37.4,51.55925,-0.07219,9171.726453,5
30,51.53745,-0.42564,31641.07064,2
39,51.4376,-0.16332,8954.432443,1
100,51.51106,-0.12253,2209.258327,1
170,51.49994,-0.16517,3091.958684,1
56.5,51.44248,-0.01996,15794.67901,2
50,51.47215,-0.18375,6675.383734,1
85,51.51599,-0.14216,86.19258936,2
90,51.50144,-0.18652,5187.861254,2
44,51.54559,-0.1962,6911.703004,1
105,51.49099,-0.17154,4253.980086,1
60,51.60353,0.08515,27093.80801,1
55,51.46148,-0.18123,7403.544551,2
68,51.53562,-0.10846,4359.356817,1
198,51.49286,-0.04593,10963.51928,1
74,51.51304,0.01926,17927.75261,2
93,51.5161,-0.20777,7319.141457,2
35,51.45518,-0.18599,8281.439738,1
30,51.60971,-0.38124,28605.84752,4
40,51.57721,-0.1236,7186.263298,2
32.5,51.49416,-0.01715,14074.08984,2
75,51.46476,-0.05424,11253.29698,4
110,51.52724,-0.09033,5893.189817,1
100,51.54645,-0.16216,4133.989952,1
90,51.54644,-0.16188,4116.213443,1
100,51.54772,-0.16187,4236.272528,1
111,51.54787,-0.16355,4350.75609,1
100,51.54622,-0.16312,4171.826201,1
100,51.54806,-0.16352,4366.555739,1
41,51.51319,-0.06179,8916.647223,1
75,51.51344,-0.30196,17793.10729,1
89,51.51868,-0.06458,8611.974648,1
37,51.52019,-0.43401,32479.93525,1
37.5,51.46091,-0.11091,6958.116686,2
45,51.52345,-0.07183,7850.547772,1
60,51.46708,-0.138,5373.477146,5
32,51.47969,-0.18182,5939.708205,5
60,51.51862,-0.11845,2640.255097,1
100,51.48304,-0.17651,5252.371448,2
52,51.49665,-0.21114,7966.200708,2
53.33,51.49803,-0.3053,18263.93349,3
100,51.50486,-0.24314,11310.56664,1
72.5,51.46944,-0.14548,5108.125572,2
120,51.54509,-0.05447,10278.24253,1
30,51.4926,-0.01658,14166.38854,1
106,51.51183,0.00595,16450.45174,1
190,51.51497,-0.20893,7447.569143,1
97,51.48729,-0.11228,4532.958016,2
99,51.54627,-0.07475,8230.620513,1
90,51.50263,-0.46813,36296.35524,2
32,51.41791,-0.05777,14309.4096,1
32,51.53315,-0.13863,2025.15702,1
60,51.53481,-0.07315,7953.917049,1
80,51.35759,-0.29956,24787.69562,1
45,51.52408,-0.06968,8096.247339,1
97.5,51.5191,-0.21507,8141.548454,2
50,51.55424,-0.09085,7147.92608,1
171,51.50107,-0.01927,13732.46609,1
31,51.56349,-0.23929,12080.0066,1
17,51.42322,-0.27874,18331.572,1
180,51.54118,-0.05744,9830.024133,1
150,51.53313,-0.11055,4018.57546,1
99,51.53205,-0.11142,3875.489837,1
30,51.52333,-0.04695,10602.06217,2
55,51.49225,-0.11642,3820.660653,1
60,51.53031,-0.03776,11706.24866,3
45,51.49163,-0.13825,2657.729602,1
40,51.54184,-0.22044,9214.83818,2
54,51.49222,-0.1396,2573.370289,1
40,51.58124,-0.33191,22360.73588,1
30,51.55448,-0.05418,10690.71531,2
115,51.4888,-0.149,3042.941496,1
100,51.50036,-0.21138,7895.321622,1
132,51.50032,-0.21796,8612.952796,1
40.5,51.51488,-0.17684,3879.469827,2
162.5,51.49961,-0.1961,6266.788054,2
297,51.51429,-0.20428,6931.260635,1
43.33,51.49605,0.01382,17452.15964,3
65,51.49623,0.01226,17277.5498,2
87.5,51.52008,-0.01706,13897.88803,2
30,51.48676,-0.18617,5848.493001,2
58,51.53873,-0.17483,4492.788612,1
65,51.53392,-0.06461,8847.355887,1
26,51.46238,-0.35127,24005.7606,1
75,51.51245,-0.11891,2581.019265,2
27,51.49614,-0.04234,11278.30528,1
21,51.58381,-0.06233,11684.07586,1
75,51.55907,-0.07794,8626.371764,4
65,51.56415,-0.27667,15936.42289,1
75,51.57788,-0.03115,14153.11712,1
81.5,51.49844,-0.01797,13912.32277,2
124.5,51.52006,-0.07152,7850.091862,2
75,51.44869,-0.33247,22439.8776,2
91,51.41803,-0.21388,13446.6565,2
33.75,51.55799,-0.20873,8816.332492,4
60,51.51696,-0.29695,17235.94829,1
46,51.47524,-0.03419,12781.67191,1
65,51.49236,-0.06208,9238.77679,2
65,51.47621,-0.12603,4687.511622,1
70,51.51669,-0.16603,2682.072458,2
30,51.39967,-0.06951,15167.04925,1
62.5,51.48982,-0.20738,7805.075172,2
150,51.51394,-0.12481,1911.714135,1
20,51.58866,-0.01714,16101.53477,1
49,51.52734,-0.1183,2954.108483,1
124.5,51.49149,-0.14415,2652.480245,2
99,51.52036,-0.14128,573.8831702,1
110,51.59504,-0.14108,8873.531223,1
35.5,51.54066,-0.07264,8209.109329,2
39,51.53096,-0.0703,8156.875783,1
109,51.51495,-0.07343,7619.484397,1
21.67,51.55066,-0.03024,13031.25561,3
37,51.59017,-0.14134,8331.760975,1
30,51.5446,0.031,19506.58597,3
35,51.5615,-0.01317,15215.75487,3
144,51.5138,-0.12662,1712.48644,1
224.5,51.49919,-0.20652,7398.097308,2
35,51.58476,-0.1062,8692.343877,1
58,51.50461,-0.19698,6231.911729,1
49,51.41732,-0.19869,12584.15238,1
65,51.43965,0.07999,26071.13318,1
130,51.48835,-0.20728,7855.46881,2
127,51.58874,-0.14276,8172.965916,1
30,51.53204,-0.06641,8605.144833,2
60,51.60152,-0.11642,10004.84609,1
95,51.54297,-0.09987,5603.789954,2
60,51.52562,-0.0353,11915.28169,2
85,51.52314,-0.20192,6725.599669,1
54.5,51.47455,-0.01576,14743.54806,2
35,51.55613,-0.28901,16972.25639,1
91.33,51.50581,-0.20682,7288.751881,3
35,51.4487,-0.03106,14380.40958,1
45,51.56051,-0.06213,10203.80581,1
110,51.51381,-0.13015,1322.071976,2
133,51.51832,-0.06285,8802.50981,1
95,51.50278,-0.09757,5126.049065,2
26.67,51.50366,-0.37837,26319.91859,3
28,51.46753,0.1919,37499.97973,1
65,51.55059,-0.14713,3972.329,1
40,51.55002,-0.14711,3909.301081,1
47,51.56454,-0.12749,5712.610391,1
65,51.54123,0.00028,16077.40859,2
36.5,51.57418,-0.12564,6799.887459,2
20,51.43069,-0.04774,14076.29148,1
99.5,51.49631,-0.16599,3402.335862,2
40,51.5892,-0.08743,10216.86751,1
150,51.56141,-0.27888,16067.71343,1
96,51.4957,-0.19684,6478.487225,1
25,51.55868,-0.08092,8329.831077,1
69,51.58163,-0.07059,10837.89335,1
32,51.59018,0.06816,24804.96419,1
150,51.37786,-0.10156,15922.88427,1
59,51.47718,-0.1653,4965.155202,1
32.5,51.54466,-0.06564,9094.250353,2
80,51.4641,-0.1578,5953.569536,1
43.8,51.5443,-0.06606,9036.299255,5
50,51.45547,-0.10919,7579.39935,1
35,51.53338,-0.08038,7137.458149,1
55,51.40885,-0.35258,26238.90338,1
50,51.42595,-0.1889,11217.57147,1
75,51.4842,-0.17426,4981.984056,1
80,51.52401,-0.2609,13262.18742,1
203,51.49044,-0.13242,2954.657603,1
124.5,51.51071,-0.12791,1640.847245,2
27,51.52788,-0.28937,16452.14864,1
56.5,51.49316,-0.20654,7589.930603,2
25,51.46435,-0.12669,5908.048684,1
40,51.48702,-0.30127,17991.06941,1
55,51.53126,-0.08527,6549.664887,1
27,51.55184,-0.2366,11283.61996,1
123,51.53395,-0.0781,7398.568477,1
65,51.49146,-0.24221,11457.44903,1
40,51.54225,-0.02391,13464.94173,1
29,51.42331,-0.07745,12487.69716,1
84.5,51.51276,-0.19415,5810.608385,2
175,51.47147,-0.18243,6629.35172,1
85,51.39992,-0.06428,15460.69263,1
85.5,51.42771,-0.20125,11756.24358,2
50,51.47094,-0.1977,7917.88054,1
62,51.48703,-0.0903,6544.469157,1
91.67,51.52404,-0.06892,8179.604149,3
56.5,51.52542,-0.07877,7116.186684,2
35,51.4207,-0.18949,11766.7465,2
73,51.52598,-0.07809,7200.909093,1
58.33,51.54439,-0.0401,11780.1539,3
76,51.52399,-0.07259,7773.902694,1
60,51.51425,-0.06027,9083.412024,3
78,51.57753,-0.33423,22474.04188,1
150,51.53053,-0.09409,5586.990918,1
70,51.53165,-0.03004,12577.18595,1
60,51.55373,-0.08867,7308.754759,2
40,51.57197,-0.19646,8747.681286,1
60,51.54504,0.15003,32635.67035,1
60,51.59622,-0.25336,15314.52883,1
35,51.57179,0.00118,17112.69641,2
130,51.51759,-0.18739,5059.102677,1
30,51.4847,-0.05765,9970.335004,2
35,51.34195,-0.10926,19609.19487,1
30,51.56274,-0.00252,16379.11224,1
22,51.53844,-0.33507,21628.00081,1
55,51.45022,-0.34565,23776.0553,2
55,51.39075,-0.25718,18862.37414,1
100,51.48663,-0.179,5205.03765,3
46,51.56435,-0.14001,5464.708955,1
20,51.55532,-0.03863,12322.99831,1
50,51.45849,-0.11154,7159.646597,4
49,51.48834,-0.19658,6770.918917,1
300,51.51257,-0.13167,1181.4173,2
70,51.55235,-0.16094,4634.877367,1
28,51.54515,-0.1064,5166.011563,1
70,51.4367,-0.05968,12647.83462,1
60,51.52604,-0.02978,12530.72252,1
56,51.45832,-0.13153,6434.770748,1
35.5,51.53393,-0.10595,4510.487367,2
49,51.54614,-0.15231,3623.464846,1
70,51.41617,-0.13662,11032.33944,1
133.33,51.47251,-0.18262,6559.464024,3
67,51.50094,-0.2557,12747.69611,1
47,51.49513,-0.07768,7488.59341,2
29,51.38282,-0.07399,16550.8032,1
50,51.4838,-0.0967,6127.332092,2
27,51.41148,-0.1087,12115.9098,1
55,51.49274,0.06921,23613.21949,1
60,51.44313,-0.18748,9482.87777,1
35,51.56888,-0.13252,6055.681822,1
62.5,51.56199,-0.09656,7245.444341,2
119,51.48422,-0.12546,3906.793062,1
16.67,51.53389,-0.11834,3345.626093,3
50,51.55641,-0.07031,9187.855427,3
99,51.47501,-0.02467,13787.28104,1
50,51.42467,-0.35888,26139.21445,2
50,51.51177,-0.05199,10010.88688,3
35,51.55991,-0.07754,8715.993964,1
96,51.49504,-0.11545,3705.594838,1
60,51.51432,-0.25305,12353.85685,1
30,51.46369,0.00608,17430.14143,1
55,51.57559,-0.09513,8493.248015,2
17.33,51.46165,-0.18279,7492.134512,3
21,51.44948,0.04059,21574.90038,1
244,51.51651,0.01175,17091.5852,1
65,51.49072,-0.24291,11552.34277,1
70,51.49401,0.06816,23482.50687,2
63,51.49211,-0.24294,11520.09155,1
80,51.50326,-0.07816,7217.522268,1
94,51.49828,-0.104,4622.520083,1
65,51.49028,-0.24206,11472.25873,1
65,51.56881,-0.11192,6828.670806,1
40,51.57015,-0.11642,6733.222281,3
150,51.48901,-0.18116,5245.472671,3
50,51.47322,-0.34604,23169.51858,3
90,51.47356,-0.18481,6647.728358,1
70,51.4724,-0.18508,6759.559863,1
90,51.51544,-0.06599,8446.73392,1
185,51.4926,-0.18895,5800.73282,1
125,51.51436,-0.13687,573.6689161,2
30,51.46401,-0.13077,5830.97285,2
30,51.46214,-0.32699,21405.69477,1
30,51.54646,-0.04172,11673.43845,2
29,51.45512,-0.07781,9775.737006,1
85,51.64837,-0.08247,16213.50738,1
200,51.51635,-0.19809,6243.367056,2
25,51.52794,-0.29001,16523.62321,1
35,51.48633,0.03165,19569.67586,1
37.5,51.61624,-0.41897,32786.17363,2
91,51.56398,-0.07977,8785.119755,2
31.67,51.46685,-0.29373,17713.91738,3
50,51.54224,-0.12616,3477.850518,1
30,51.56824,-0.05414,11404.83583,2
68.33,51.53106,-0.07924,7191.744216,3
45,51.48934,0.0717,23931.10824,2
158,51.51753,0.01723,17702.17983,1
90,51.53759,-0.10033,5253.138094,1
60,51.49136,-0.14248,2656.308341,1
90,51.52454,-0.0863,6274.088794,1
40,51.66726,-0.17425,17280.73665,1
25,51.55855,-0.00583,15883.75565,1
60,51.48723,-0.03994,11763.24292,1
60,51.49606,-0.14878,2264.103076,2
77,51.49341,-0.16748,3735.065495,1
30,51.47978,-0.12315,4463.300352,4
85,51.46315,-0.10339,7206.925751,1
50,51.53278,-0.05621,9731.568654,1
58,51.51087,-0.0498,10258.48333,1
25,51.62911,-0.1745,13168.45525,1
163,51.51598,-0.20314,6804.181774,1
60,51.47438,-0.05671,10511.39904,1
70,51.43693,-0.16283,9012.095895,2
125,51.4912,-0.16416,3639.342677,1
28,51.42503,-0.14547,10038.8221,1
30,51.48935,-0.08658,6797.111975,2
29,51.49019,0.06545,23229.81811,1
50,51.39622,-0.09108,14392.98896,1
89,51.53618,-0.20132,6999.805174,1
35,51.52798,0.16103,33719.94972,1
23,51.51256,-0.31867,19652.31073,1
148.33,51.51442,-0.20804,7349.113523,3
143,51.53086,-0.11516,3448.397891,1
300,51.54147,0.01635,17842.44742,1
160,51.52433,-0.10227,4526.761546,1
21,51.55942,-0.35863,24589.04645,1
35,51.47712,-0.04748,11327.98712,2
13,51.55535,-0.04017,12164.7274,1
32.5,51.53637,-0.11984,3400.700312,2
62.5,51.47561,-0.20561,8338.118358,2
25,51.40715,-0.09435,13133.30622,1
65,51.47727,-0.09411,6791.909704,1
49.5,51.44822,-0.07062,10883.75387,2
48.33,51.55094,-0.03943,12071.31198,3
32.5,51.47537,-0.06279,9856.064301,2
40,51.50128,-0.26883,14193.26239,1
71,51.54716,-0.18057,5570.811017,1
75,51.42015,-0.08026,12604.18076,1
35,51.41835,-0.0802,12776.13964,1
36,51.46096,-0.12359,6371.997374,2
36,51.53351,-0.11871,3287.159766,1
90,51.51684,-0.13974,303.4577018,2
85,51.51725,-0.13862,432.6173405,2
80,51.53597,-0.07711,7569.613084,1
95,51.49487,-0.18966,5768.237017,1
133.33,51.49418,-0.18996,5829.330364,3
45,51.53709,0.08012,24812.61167,1
100,51.59418,-0.29717,19363.00495,2
13,51.42865,-0.12306,9855.200999,2
130,51.53081,-0.1152,3441.756414,1
176,51.51078,-0.19657,6093.379098,1
120,51.51642,-0.18586,4883.992557,1
70,51.48958,0.00653,16755.35223,1
60,51.51547,-0.17827,4038.34757,1
85,51.51724,-0.11199,3339.127355,2
50.5,51.43584,-0.15278,8910.886672,2
30,51.54657,-0.05663,10106.75925,1
110,51.53924,-0.12475,3283.165708,1
26,51.58538,-0.00718,16893.94193,1
84,51.50823,-0.35004,23151.36969,1
103,51.58637,-0.20277,10405.91167,1
103,51.53515,-0.20119,6948.847423,1
200,51.54135,0.015,17692.17561,1
30,51.60003,-0.24387,14741.52962,1
30,51.42999,-0.0609,13080.26337,1
30,51.53668,-0.07969,7322.192838,1
74,51.48901,-0.14108,2918.584292,1
33,51.58538,-0.03081,14613.56262,1
145,51.48598,-0.12076,4017.607118,1
99,51.50818,-0.02705,12800.75397,2
40,51.60137,-0.15658,9713.984872,1
35,51.48814,-0.0438,11322.56863,1
55,51.50374,-0.19916,6488.452677,1
60,51.64559,-0.04509,18057.72872,1
31,51.47176,-0.39617,28678.17131,1
106.5,51.48396,-0.1236,4032.952454,2
125,51.5305,-0.06098,9162.2265,1
70,51.48496,-0.12453,3884.855742,2
23,51.46895,-0.13491,5206.768865,1
70,51.53138,-0.05561,9767.14732,1
33.33,51.54536,-0.10582,5230.450334,3
35,51.44259,-0.20884,10980.89806,1
200,51.51679,-0.18256,4518.570687,2
107.33,51.51423,-0.17739,3942.026713,3
83.33,51.57122,-0.2146,10197.84049,3
46,51.53227,-0.04515,10929.2517,1
100,51.51883,-0.11266,3281.564551,1
35,51.55017,0.02718,19203.56156,1
50,51.53783,-0.05751,9719.735408,1
39.5,51.51454,-0.28047,15402.59568,2
49.75,51.59247,-0.09824,9867.46326,4
67.5,51.49621,-0.18653,5389.643592,2
60,51.53116,-0.02658,12950.41297,3
97.5,51.49985,-0.2143,8224.694499,2
75,51.52525,-0.14376,1130.720632,1
70,51.44634,-0.16036,7930.319154,1
70,51.54313,-0.16666,4142.836735,2
35,51.5754,-0.09917,8208.299027,1
85,51.51477,-0.20143,6613.753934,2
25,51.55904,-0.00361,16135.52538,1
60,51.46416,-0.05294,11411.87094,1
47,51.57696,-0.10241,8150.392062,2
40,51.46591,-0.06828,9859.085635,1
35,51.5476,-0.13,3835.573476,1
40,51.40158,-0.23744,16506.68014,1
50,51.4659,-0.11701,6147.861389,2
40,51.49686,-0.08275,6893.129485,1
98.33,51.51539,-0.0699,8011.949754,3
25,51.57723,-0.15094,6964.684797,1
180,51.48505,-0.17826,5250.719893,3
25,51.38799,-0.10952,14602.22174,1
92,51.5584,-0.10162,6568.294821,1
57,51.37837,-0.08769,16371.98493,1
35,51.47761,-0.03282,12836.28312,1
100,51.5007,-0.08771,6244.568246,2
90,51.53261,-0.07949,7209.037106,1
122,51.56713,-0.14908,5823.727589,1
49.5,51.53796,-0.07248,8127.554839,2
28,51.43046,-0.02233,16303.55968,1
47,51.44549,-0.12999,7869.408506,1
85,51.51619,-0.01425,14200.32507,1
39.5,51.58911,-0.05709,12510.33011,2
88,51.46777,-0.1881,7361.752936,1
39,51.53145,-0.06223,9046.123539,2
33,51.51971,-0.05622,9546.011993,2
70.67,51.49615,-0.12835,2606.763701,3
30,51.51346,-0.01958,13608.70957,2
35,51.4393,-0.14706,8463.526426,1
27,51.49617,-0.4196,30945.71264,1
70,51.4823,-0.42113,31258.45025,1
65,51.4955,-0.19307,6093.170588,2
40,51.42913,-0.17984,10461.07994,1
44.5,51.54526,-0.07533,8125.336403,2
45,51.50159,-0.43144,32225.28397,1
60,51.56354,-0.27724,15973.08208,1
82.5,51.49103,-0.04413,11205.68003,4
31,51.54381,-0.10631,5079.182629,1
44,51.57732,-0.11156,7685.556335,1
113,51.49533,-0.18908,5688.879227,1
120,51.4642,-0.07367,9479.627224,1
50,51.47355,0.17938,36030.12782,2
40,51.52508,-0.07405,7629.29268,1
62.5,51.5248,-0.19123,5581.454928,2
47.5,51.47779,-0.09925,6315.904389,2
80,51.47841,-0.11698,4948.258505,1
22,51.48749,0.09935,27008.56755,1
25,51.43614,-0.16448,9145.542591,1
55,51.46791,-0.12675,5528.005467,1
65,51.51231,-0.31092,18791.11526,2
55,51.53643,-0.08564,6690.245369,2
300,51.53221,-0.17096,3736.685604,1
50,51.56864,-0.13706,5962.338277,1
125,51.51101,-0.21101,7693.205088,2
50,51.56589,-0.13327,5713.842527,1
34.2,51.4649,-0.07362,9437.705934,5
37,51.58568,-0.03372,14359.12424,1
25,51.49196,-0.09083,6246.405877,1
49,51.58088,-0.18606,8793.266142,1
55,51.36145,-0.123,17230.3434,1
30.5,51.46156,-0.19546,8427.986595,2
87,51.49178,-0.13991,2618.832054,1
75,51.46308,-0.2114,9657.864661,2
99,51.53437,-0.09416,5724.125735,1
28,51.47169,-0.12138,5355.979877,1
85,51.40806,-0.35082,26104.35783,1
100,51.52503,-0.07405,7628.497555,2
25,51.53687,-0.22182,9200.643714,1
35,51.53814,-0.19948,6884.777172,1
65,51.54172,-0.13776,2980.79074,2
115,51.51791,-0.15771,1777.019495,1
40,51.53698,-0.02416,13319.14069,2
260,51.50524,-0.12451,2235.870615,1
32,51.52313,-0.26055,13216.52141,1
49,51.55068,-0.15576,4228.927046,1
40,51.48747,-0.30934,18867.05008,1
165,51.51865,-0.07596,7347.864039,1
35,51.47164,-0.01475,14952.2439,1
45,51.44716,0.00589,18098.791,1
35,51.43943,-0.13175,8506.004262,1
22.67,51.50815,-0.46794,36256.70227,3
45,51.55306,-0.23598,11269.25931,1
21,51.59905,-0.1112,9926.502455,1
55,51.51638,-0.06561,8489.901032,1
88,51.528,-0.11441,3375.198147,1
60,51.46894,-0.10903,6317.484764,1
65,51.49976,-0.21906,8745.052944,1
128,51.46864,-0.19025,7462.846096,1
28,51.47885,-0.07521,8453.069825,1
65,51.61692,-0.16966,11718.17988,1
44.75,51.53503,-0.07793,7451.283803,4
20,51.49921,-0.38188,26738.17992,1
92.5,51.52598,-0.19334,5837.37261,2
110,51.54524,-0.07876,7778.225961,1
50,51.47827,-0.16646,4932.327585,2
75.5,51.49858,-0.08997,6069.950588,2
30,51.37779,-0.15734,15379.49589,1
120,51.4607,-0.15905,6355.864886,1
50,51.4947,-0.21937,8906.296187,5
130,51.53769,-0.15412,2839.067729,1
30,51.4545,-0.03954,13240.20673,1
65,51.55051,-0.06154,9763.661807,1
36,51.5128,-0.47352,36869.59207,1
29,51.52621,-0.01371,14312.02809,1
125,51.48989,-0.17154,4332.553499,2
50,51.36024,-0.14913,17253.96553,1
50,51.51884,-0.20279,6776.583643,2
96,51.50414,-0.05747,9474.866712,1
91,51.49836,-0.10741,4275.232212,1
